"Current Assigned Rank","Programme Preference","Programme Type","Programme Title","Programme Description","Unit of Application","Group","Foundation School","Duration","Pattern","Places Available","Placement 1: Year","Placement 1: Employer/Trust","Placement 1: Site","Placement 1: Location","Placement 1: Specialty","Placement 1: Description","Placement 2: Year","Placement 2: Employer/Trust","Placement 2: Site","Placement 2: Location","Placement 2: Specialty","Placement 2: Description","Placement 3: Year","Placement 3: Employer/Trust","Placement 3: Site","Placement 3: Location","Placement 3: Specialty","Placement 3: Description","Placement 4: Year","Placement 4: Employer/Trust","Placement 4: Site","Placement 4: Location","Placement 4: Specialty","Placement 4: Description","Placement 5: Year","Placement 5: Employer/Trust","Placement 5: Site","Placement 5: Location","Placement 5: Specialty","Placement 5: Description","Placement 6: Year","Placement 6: Employer/Trust","Placement 6: Site","Placement 6: Location","Placement 6: Specialty","Placement 6: Description","Placement 7: Year","Placement 7: Employer/Trust","Placement 7: Site","Placement 7: Location","Placement 7: Specialty","Placement 7: Description","Placement 8: Year","Placement 8: Employer/Trust","Placement 8: Site","Placement 8: Location","Placement 8: Specialty","Placement 8: Description","Programme Name","Programme Number","Tags"
"0","23/EAN/01/RC979/01/25","FP","23/EAN/01/RC979/01/25","F1 - Gastroenterology, Acute Internal Medicine, General Surgery (Breast).  F2 - Endocrinology and Diabetes Mellitus, Palliative Medicine, Obstetrics and Gynaecology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Gastroenterology","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Acute Internal Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","General Surgery","Breast","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Endocrinology and Diabetes Mellitus","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Palliative Medicine","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Obstetrics and Gynaecology","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/26","FP","23/EAN/01/RC979/01/26","F1 - Acute Internal Medicine, General Surgery (Breast), Gastroenterology.  F2 - Palliative Medicine, Obstetrics and Gynaecology, Endocrinology and Diabetes Mellitus.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Acute Internal Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","General Surgery","Breast","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Gastroenterology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Palliative Medicine","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Obstetrics and Gynaecology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Endocrinology and Diabetes Mellitus","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/27","FP","23/EAN/01/RC979/01/27","F1 - General Surgery (Breast), Gastroenterology, Acute Internal Medicine.  F2 - Obstetrics and Gynaecology, Endocrinology and Diabetes Mellitus, Palliative Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","General Surgery","Breast","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Gastroenterology","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Acute Internal Medicine","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Obstetrics and Gynaecology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Endocrinology and Diabetes Mellitus","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Palliative Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/28","FP","23/EAN/01/RC979/01/28","F1 - Respiratory Medicine, General Surgery (Colorectal), Geriatric Medicine.  F2 - General Psychiatry, Otolaryngology, Acute Internal Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Respiratory Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","General Surgery","Colorectal","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Geriatric Medicine","","F2","EAST LONDON NHS FOUNDATION TRUST","Bedford","Bedford","General Psychiatry","You are expected to take responsibility for any required travel.","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Otolaryngology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Acute Internal Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/29","FP","23/EAN/01/RC979/01/29","F1 - General Surgery (Colorectal), Geriatric Medicine, Respiratory Medicine.  F2 - Otolaryngology, Acute Internal Medicine, General Psychiatry.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","General Surgery","Colorectal","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Geriatric Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Respiratory Medicine","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Otolaryngology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Acute Internal Medicine","","F2","EAST LONDON NHS FOUNDATION TRUST","Bedford","Bedford","General Psychiatry","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/30","FP","23/EAN/01/RC979/01/30","F1 - Geriatric Medicine, Respiratory Medicine, General Surgery (Colorectal).  F2 - Acute Internal Medicine, General Psychiatry, Otolaryngology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Geriatric Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Respiratory Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","General Surgery","Colorectal","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Acute Internal Medicine","","F2","EAST LONDON NHS FOUNDATION TRUST","Bedford","Bedford","General Psychiatry","You are expected to take responsibility for any required travel.","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Otolaryngology","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/31","FP","23/EAN/01/RC979/01/31","F1 - Palliative Medicine, Emergency Medicine, Urology.  F2 - Trauma and Orthopaedic Surgery, Cardiology, Paediatrics.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Palliative Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Emergency Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Urology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Trauma and Orthopaedic Surgery","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Cardiology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Paediatrics","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/32","FP","23/EAN/01/RC979/01/32","F1 - Emergency Medicine, Urology, Palliative Medicine.  F2 - Cardiology, Paediatrics, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Emergency Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Urology","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Palliative Medicine","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Cardiology","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Paediatrics","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RC979/01/33","FP","23/EAN/01/RC979/01/33","F1 - Urology, Palliative Medicine, Emergency Medicine.  F2 - Paediatrics, Trauma and Orthopaedic Surgery, Cardiology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Urology","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Palliative Medicine","","F1","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Emergency Medicine","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Paediatrics","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Trauma and Orthopaedic Surgery","","F2","BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST","Bedford Hospital","Bedford","Cardiology","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/001","FP","23/EAN/01/RDD01/001","F1 - General (Internal) Medicine (Cardiology), Trauma and Orthopaedic Surgery, General Surgery (Colorectal).  F2 - Emergency Medicine, General Psychiatry (Old Age), Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Cardiology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","General (internal) Medicine","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/002","FP","23/EAN/01/RDD01/002","F1 - General Surgery (Colorectal), General (Internal) Medicine (Cardiology), Trauma and Orthopaedic Surgery.  F2 - General Psychiatry (Old Age), Geriatric Medicine, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Cardiology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","General (internal) Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/003","FP","23/EAN/01/RDD01/003","F1 - Trauma and Orthopaedic Surgery, General Surgery (Colorectal), General (Internal) Medicine (Cardiology).  F2 - Geriatric Medicine, Emergency Medicine, General Psychiatry (Old Age).  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Colorectal","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Cardiology","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","General (internal) Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/004","FP","23/EAN/01/RDD01/004","F1 - Endocrinology and Diabetes Mellitus, Cardio-thoracic surgery, Urology.  F2 - Acute Internal Medicine, General Psychiatry, Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Endocrinology and Diabetes Mellitus","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardio-thoracic surgery","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Essex","Essex","General Psychiatry","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","General (internal) Medicine","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/005","FP","23/EAN/01/RDD01/005","F1 - Cardio-thoracic surgery, Urology, Endocrinology and Diabetes Mellitus.  F2 - Geriatric Medicine, Acute Internal Medicine, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardio-thoracic surgery","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Endocrinology and Diabetes Mellitus","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","General (internal) Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/006","FP","23/EAN/01/RDD01/006","F1 - Urology, Endocrinology and Diabetes Mellitus, Cardio-thoracic surgery.  F2 - Emergency Medicine, General Practice, Acute Internal Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Surgery","Urology","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Endocrinology and Diabetes Mellitus","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardio-thoracic surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Emergency Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General Practice","You are expected to take responsibility for any required travel.","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RDD01/007","FP","23/EAN/01/RDD01/007","F1 - Renal Medicine, Trauma and Orthopaedic Surgery, Cardio-thoracic surgery.  F2 - Geriatric Medicine, Acute Internal Medicine, Paediatrics (Community).  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","General (Internal) Medicine","Renal Medicine","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Trauma and Orthopaedic Surgery","","F1","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Cardio-thoracic surgery","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Geriatric Medicine","General (internal) Medicine","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Acute Internal Medicine","","F2","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Basildon Hospital","Essex","Paediatrics","Community","","","","","","","","","","","","","","",""
